,Year,YearBuilt,Distance,Lattitude,Longtitude,Propertycount,Landsize,BuildingArea,Rooms,Bathroom,Car,Type_h,Type_t,Type_u,LogPrice
2598,2017,1970.0,5.0,-37.82538,145.02546,11308.0,0.0,53.0,1,1.0,1.0,0,0,1,12.834681304952548
2599,2017,1984.0,6.0,-37.84283,145.05178,6482.0,1116.0,304.0,4,3.0,3.0,1,0,0,14.995702833624806
2600,2017,2011.0,5.0,-37.7687,144.9649,11918.0,4668.0,126.0,3,2.0,2.0,0,1,0,13.617059619240436
2601,2018,1975.0,14.0,-37.6899,144.91092,851.0,757.0,115.0,3,1.0,1.0,1,0,0,13.329377546788654
2602,2017,1975.0,25.0,-37.87393,145.28858,9704.0,820.0,180.0,4,2.0,2.0,1,0,0,13.567049198665774
2603,2018,2010.0,27.0,-38.06566,145.12478,2887.0,526.0,224.0,4,2.0,2.0,1,0,0,13.864300722133706
2604,2016,1950.0,11.0,-37.9268,145.0094,6938.0,604.0,145.0,2,1.0,2.0,1,0,0,14.427989835456765
2605,2016,1970.0,7.0,-37.7654,144.9094,6232.0,0.0,54.0,2,1.0,1.0,0,0,1,12.706847933442663
2606,2016,1960.0,9.0,-37.7276,144.9688,3445.0,629.0,120.0,2,1.0,4.0,1,0,0,13.617059619240436
2607,2016,1970.0,13.0,-37.7683,144.8316,4217.0,615.0,106.0,2,1.0,1.0,1,0,0,13.235692062711331
2608,2017,1970.0,12.0,-37.7475,144.8501,5629.0,534.0,223.0,4,2.0,2.0,1,0,0,13.604789526648622
2609,2017,1880.0,7.0,-37.7698,144.9214,6232.0,287.0,196.0,3,2.0,1.0,1,0,0,14.180153671552183
2610,2016,2006.0,3.0,-37.8157,144.9727,17496.0,0.0,59.0,1,1.0,1.0,0,0,1,13.398478813484644
2611,2016,1960.0,9.0,-37.8337,144.8739,984.0,78.0,62.0,2,1.0,1.0,0,0,1,12.84792653170257
2612,2016,2011.0,2.0,-37.8014,144.949,6821.0,97.0,139.0,3,2.0,1.0,1,0,0,14.09692301740246
2613,2016,1990.0,12.0,-37.7049,144.9638,5070.0,215.0,100.0,2,1.0,1.0,1,0,0,12.842649474601725
2614,2016,1960.0,8.0,-37.7634,145.0406,5549.0,71.0,70.0,2,1.0,1.0,0,0,1,13.122363377404328
2615,2017,1960.0,11.0,-37.7216,145.0099,21650.0,110.0,1.0,2,1.0,1.0,0,0,1,13.132313708257497
2616,2017,1965.0,14.0,-37.7143,144.8315,2339.0,589.0,157.0,3,1.0,1.0,1,0,0,13.704578997256993
2617,2018,1940.0,6.0,-37.80139,144.86458,5058.0,460.0,112.0,3,1.0,2.0,1,0,0,13.710150042306449
2618,2017,1970.0,7.0,-37.85743,145.0468,10412.0,200.0,62.0,2,1.0,1.0,0,0,1,13.270783382522602
2619,2017,1925.0,11.0,-37.9064,145.0229,6938.0,597.0,131.0,3,1.0,1.0,1,0,0,14.30715336231349
2620,2016,1990.0,13.0,-37.9326,145.0387,6795.0,227.0,100.0,2,1.0,1.0,0,0,1,13.493926933836812
2621,2017,1955.0,8.0,-37.73664,145.02375,14577.0,501.0,99.0,2,1.0,4.0,1,0,0,13.635187003832993
2622,2017,2013.0,43.0,-38.07273,145.43373,2768.0,430.0,155.0,4,2.0,2.0,1,0,0,13.241034907121827
2623,2016,1920.0,5.0,-37.7722,144.9681,11918.0,281.0,156.0,4,2.0,1.0,1,0,0,14.093142294562554
2624,2017,1990.0,8.0,-37.7462,144.9795,11204.0,120.0,113.76,3,1.0,2.0,0,1,0,13.621925808891609
2625,2016,2014.0,13.0,-37.7098,144.9163,8870.0,187.0,99.0,3,1.0,2.0,0,0,1,13.060487973686241
2626,2016,1930.0,8.0,-37.8791,144.9923,8989.0,0.0,71.0,2,1.0,1.0,0,0,1,13.527828485512494
2627,2017,2014.0,13.0,-37.83574,145.14866,4387.0,232.0,103.0,3,2.0,1.0,1,0,0,13.680835654637672
2628,2017,1997.0,4.0,-37.791,144.9323,5263.0,98.0,101.0,3,1.0,1.0,0,1,0,13.729407858910863
2629,2016,1920.0,6.0,-37.8695,144.9763,13240.0,1458.0,141.0,2,1.0,2.0,0,0,1,13.9108207377686
2630,2017,1950.0,9.0,-37.7373,144.9864,14577.0,624.0,145.0,3,1.0,3.0,1,0,0,13.815510557964274
2631,2016,1900.0,4.0,-37.8322,144.947,8648.0,120.0,76.0,2,1.0,0.0,1,0,0,13.924364962876357
2632,2017,1960.0,23.0,-37.96968,145.16832,11806.0,587.0,114.2,3,1.0,1.0,1,0,0,13.423948355025102
2633,2016,1950.0,9.0,-37.7242,144.9612,3445.0,320.0,131.0,4,2.0,1.0,1,0,0,13.582316670796564
2634,2016,1940.0,6.0,-37.8012,144.8924,7570.0,246.0,120.0,3,1.0,1.0,1,0,0,13.523820464114955
2635,2018,1960.0,13.0,-37.70762,144.97687,5070.0,689.0,100.0,3,2.0,2.0,1,0,0,13.527828485512494
2636,2016,1970.0,5.0,-37.758,144.9667,11918.0,114.0,65.0,2,1.0,1.0,0,0,1,13.282780098810234
2637,2017,1990.0,10.0,-37.91818,145.01513,6938.0,645.0,249.0,5,3.0,2.0,1,0,0,14.508657738524219
2638,2016,1970.0,8.0,-37.7405,144.9644,11204.0,0.0,74.0,2,1.0,1.0,0,0,1,13.122363377404328
2639,2017,1960.0,12.0,-37.90241,145.12378,2547.0,703.0,90.0,2,1.0,1.0,1,0,0,13.923467699469366
2640,2017,1965.0,17.0,-37.8963,145.1559,15321.0,651.0,138.0,3,2.0,2.0,1,0,0,13.9108207377686
2641,2017,1997.0,4.0,-37.77413,144.87533,4918.0,352.0,204.0,3,2.0,2.0,1,0,0,13.997832114758229
2642,2018,2000.0,15.0,-37.87348,144.6637,16166.0,742.0,177.0,4,2.0,2.0,1,0,0,13.221303325259232
2643,2016,1960.0,8.0,-37.7901,144.8682,5058.0,397.0,127.0,3,1.0,1.0,1,0,0,13.685401872617254
2644,2018,1953.0,10.0,-37.92276,144.99957,10579.0,386.0,118.0,3,2.0,2.0,1,0,0,14.457364444136669
2645,2017,2015.0,4.0,-37.83706,144.9479,8648.0,421.0,194.0,4,3.0,1.0,1,0,0,14.889146860562207
2646,2016,1900.0,3.0,-37.7918,144.997,2954.0,239.0,96.0,2,1.0,2.0,1,0,0,14.176675407175859
2647,2016,1960.0,11.0,-37.9207,145.0079,6938.0,74.0,66.0,2,1.0,1.0,0,0,1,13.447341234599806
2648,2017,1940.0,8.0,-37.7362,144.9022,1308.0,337.0,153.0,3,2.0,2.0,1,0,0,13.617059619240436
2649,2018,2000.0,21.0,-37.63457,144.93155,5833.0,498.0,317.0,4,2.0,2.0,1,0,0,13.465953081794405
2650,2017,1920.0,8.0,-37.744,144.9501,11204.0,370.0,110.0,3,2.0,3.0,1,0,0,13.815510557964274
2651,2017,1985.0,28.0,-37.98418,145.27178,8443.0,581.0,128.0,3,2.0,2.0,1,0,0,13.353475098367715
2652,2017,2014.0,11.0,-37.8226,144.8392,962.0,191.0,87.0,2,1.0,2.0,1,0,0,13.13626628257332
2653,2017,1995.0,32.0,-37.66928,144.59048,3553.0,600.0,121.0,3,1.0,2.0,1,0,0,12.84792653170257
2654,2016,1910.0,8.0,-37.8681,144.8994,6380.0,507.0,186.0,3,1.0,1.0,1,0,0,14.244040939003435
2655,2017,1985.0,22.0,-37.88919,145.2165,2206.0,724.0,166.0,4,2.0,3.0,1,0,0,13.776769729647844
2656,2017,1890.0,3.0,-37.8452,144.9488,3280.0,128.0,133.0,3,2.0,0.0,1,0,0,14.430696197054507
2657,2017,1930.0,5.0,-37.86305,144.9911,13240.0,0.0,64.0,1,1.0,1.0,0,0,1,13.081541382884074
2658,2017,1960.0,14.0,-37.68557,144.93156,4294.0,697.0,100.0,3,1.0,4.0,1,0,0,13.356644673128994
2659,2016,1910.0,6.0,-37.7975,144.8894,7570.0,265.0,115.0,3,1.0,1.0,1,0,0,13.541073712262515
2660,2016,1975.0,11.0,-37.8689,145.0504,8801.0,170.0,83.0,3,1.0,1.0,0,0,1,13.46949290849953
2661,2017,1975.0,18.0,-37.97122,145.08125,9758.0,529.0,132.0,3,2.0,2.0,1,0,0,13.664687668229691
2662,2016,1955.0,8.0,-37.7462,144.8953,9264.0,533.0,125.0,3,1.0,3.0,1,0,0,14.019267395478293
2663,2018,1880.0,5.0,-37.8536,144.98841,4380.0,325.0,130.0,3,1.0,0.0,1,0,0,14.375126345899696
2664,2017,1982.0,8.0,-37.87181,145.05288,8801.0,1384.0,340.0,5,3.0,2.0,1,0,0,15.627889314395064
2665,2017,1980.0,15.0,-37.86328,145.21477,7082.0,738.0,258.0,5,2.0,4.0,1,0,0,13.981024996441848
2666,2017,2016.0,11.0,-37.93087,145.04172,6795.0,697.0,697.0,5,3.0,2.0,1,0,0,14.722962341171225
2667,2017,1955.0,6.0,-37.81845,144.87464,6543.0,446.0,152.0,4,2.0,2.0,1,0,0,14.156970336096526
2668,2016,1970.0,6.0,-37.7946,144.8903,7570.0,132.0,83.0,2,1.0,1.0,1,0,0,13.401509118833824
2669,2016,1910.0,13.0,-37.8258,145.1246,4605.0,741.0,151.0,3,1.0,0.0,1,0,0,14.380824367014334
2670,2016,2015.0,14.0,-37.8973,145.0979,3224.0,695.0,305.0,5,3.0,2.0,1,0,0,14.28551418721001
2671,2016,1994.0,2.0,-37.8052,144.9604,6786.0,0.0,109.0,3,2.0,1.0,0,0,1,13.664687668229691
2672,2017,1960.0,38.0,-38.15517,145.12705,17055.0,593.0,102.0,3,1.0,2.0,1,0,0,13.458835614025542
2673,2017,2000.0,32.0,-37.67813,144.59292,3600.0,1670.0,280.0,5,2.0,2.0,1,0,0,13.473020249017498
2674,2017,2012.0,21.0,-37.57201,144.90897,15510.0,480.0,214.0,4,2.0,2.0,1,0,0,13.410545324897761
2675,2016,1930.0,6.0,-37.7659,144.9494,7082.0,220.0,93.0,3,1.0,0.0,1,0,0,13.769466619462868
2676,2016,1885.0,8.0,-37.8897,145.008,4898.0,701.0,273.0,4,3.0,2.0,1,0,0,14.77102200299171
2677,2017,1965.0,10.0,-37.78956,144.84526,3755.0,631.0,115.0,3,1.0,2.0,1,0,0,13.5985975564007
2678,2016,1970.0,12.0,-37.9031,145.0444,3578.0,0.0,68.0,2,1.0,1.0,0,0,1,12.911642346088676
2679,2016,1935.0,8.0,-37.8322,145.0486,6482.0,390.0,102.0,2,1.0,2.0,1,0,0,14.276094965293519
2680,2017,1970.0,21.0,-37.80551,145.24589,4407.0,190.0,70.0,2,1.0,2.0,0,0,1,13.319573546692034
2681,2018,1900.0,3.0,-37.79243,144.92968,5263.0,232.0,124.0,3,1.0,0.0,1,0,0,14.147687870302606
2682,2017,1960.0,14.0,-37.88457,145.13436,13366.0,762.0,307.0,4,2.0,1.0,1,0,0,14.389310980891652
2683,2016,1930.0,6.0,-37.8718,144.9776,13240.0,0.0,95.0,2,1.0,0.0,0,0,1,13.541073712262515
2684,2017,1910.0,3.0,-37.8425,144.9921,14887.0,205.0,104.0,3,1.0,1.0,1,0,0,14.310206799800381
2685,2017,1968.0,16.0,-37.66374,144.99871,8279.0,542.0,133.0,3,1.0,2.0,1,0,0,13.345506928718539
2686,2016,1900.0,4.0,-37.8577,145.0053,7717.0,214.0,215.0,2,1.0,0.0,1,0,0,13.981024996441848
2687,2017,1950.0,10.0,-37.82091,145.09543,5457.0,628.0,144.0,3,2.0,2.0,1,0,0,14.457890621470566
2688,2016,1980.0,8.0,-37.758,145.0408,5549.0,721.0,136.0,3,2.0,2.0,1,0,0,14.017226161864864
2689,2017,1990.0,14.0,-37.72843,144.78999,14042.0,535.0,172.0,4,1.0,2.0,1,0,0,13.337474757021274
2690,2018,2008.0,32.0,-37.65765,144.59515,3553.0,807.0,181.0,4,2.0,2.0,1,0,0,12.992254692057308
2691,2016,2005.0,12.0,-37.8599,145.1101,5678.0,438.0,210.0,4,2.0,2.0,1,0,0,14.042646130548022
2692,2018,1890.0,5.0,-37.81529,145.02777,11308.0,723.0,240.0,4,2.0,3.0,1,0,0,14.669925886120343
2693,2018,1963.0,35.0,-38.10309,145.13228,8077.0,671.0,124.0,3,1.0,1.0,1,0,0,13.541073712262515
2694,2017,1950.0,10.0,-37.86138,145.09694,2894.0,701.0,183.0,4,2.0,2.0,1,0,0,14.122995257712235
2695,2017,2009.0,20.0,-37.61957,145.0948,7969.0,505.0,222.0,4,2.0,2.0,1,0,0,13.304684934198283
2696,2017,2005.0,8.0,-37.7496,144.892,9264.0,227.0,120.0,3,1.0,1.0,0,0,1,13.458835614025542
2697,2016,1890.0,2.0,-37.7953,144.9882,4553.0,130.0,80.0,2,1.0,0.0,1,0,0,13.658856747918897
2698,2017,1970.0,14.0,-37.73574,144.77898,2878.0,565.0,147.0,3,1.0,1.0,1,0,0,13.235692062711331
2699,2017,2011.0,3.0,-37.8433,144.9457,3280.0,156.0,291.0,6,3.0,2.0,1,0,0,14.914122846632385
2700,2017,2010.0,2.0,-37.8018,144.9429,6821.0,88.0,119.0,2,2.0,1.0,0,1,0,13.91535589293399
2701,2017,1950.0,8.0,-37.73977,144.90675,1308.0,304.0,97.0,2,1.0,2.0,1,0,0,13.527828485512494
2702,2016,1945.0,11.0,-37.9023,145.0568,7822.0,603.0,166.0,3,2.0,2.0,1,0,0,14.17318500223609
2703,2017,1960.0,17.0,-37.66004,144.92338,4704.0,631.0,111.0,3,1.0,1.0,1,0,0,13.16158409055761
2704,2017,1960.0,10.0,-37.76092,144.85603,4502.0,590.0,118.0,3,1.0,2.0,1,0,0,13.670484785914017
2705,2017,1950.0,18.0,-37.93539,145.11986,4734.0,674.0,98.0,3,1.0,2.0,1,0,0,13.800396920154226
2706,2017,2015.0,10.0,-37.79482,144.79027,6763.0,255.0,108.0,3,2.0,1.0,1,0,0,13.253391639810733
2707,2016,1993.0,3.0,-37.8333,144.998,14949.0,0.0,70.0,2,1.0,1.0,0,0,1,13.37855478276474
2708,2016,1965.0,14.0,-37.6878,144.9112,851.0,598.0,92.0,3,1.0,2.0,1,0,0,13.112313041550827
2709,2017,1970.0,15.0,-37.705,145.0825,2329.0,545.0,132.0,5,1.0,2.0,1,0,0,13.624350052503114
2710,2016,2013.0,8.0,-37.835,144.8814,5498.0,360.0,168.0,3,2.0,2.0,1,0,0,13.710150042306449
2711,2017,1935.0,6.0,-37.85938,145.01087,4836.0,847.0,285.0,4,4.0,2.0,1,0,0,14.978661367769956
2712,2016,1900.0,4.0,-37.8553,145.007,7717.0,272.0,163.0,3,2.0,1.0,1,0,0,14.357834848789636
2713,2018,1915.0,6.0,-37.8117,144.87925,1808.0,373.0,150.0,4,2.0,2.0,1,0,0,14.207552645740298
2714,2017,1980.0,18.0,-37.65805,145.05284,10529.0,565.0,172.0,4,2.0,2.0,1,0,0,13.465953081794405
2715,2016,1980.0,8.0,-37.735,144.9558,11204.0,371.0,100.0,3,1.0,1.0,1,0,0,13.676248490630767
2716,2017,1980.0,27.0,-37.8928,144.62336,5262.0,555.0,103.0,3,1.0,1.0,1,0,0,13.032438669876342
2717,2016,2000.0,9.0,-37.8317,144.8713,984.0,228.0,100.0,2,1.0,1.0,0,1,0,13.322852238153732
2718,2016,1890.0,3.0,-37.7805,144.9721,3106.0,504.0,168.0,4,2.0,2.0,1,0,0,14.739769459487606
2719,2016,1940.0,13.0,-37.9318,145.0474,6795.0,697.0,194.0,4,2.0,2.0,1,0,0,14.077874822431765
2720,2017,2014.0,12.0,-37.73893,144.87661,5629.0,62.0,62.0,2,2.0,2.0,0,1,0,13.16158409055761
2721,2017,1960.0,13.0,-37.71245,144.97059,5070.0,616.0,94.0,3,1.0,4.0,1,0,0,13.38472764187182
2722,2017,1980.0,30.0,-37.70945,144.56748,4718.0,587.0,94.0,3,1.0,1.0,1,0,0,12.931202871943169
2723,2017,1970.0,6.0,-37.8573,145.0186,4836.0,2471.0,80.0,2,1.0,1.0,0,0,1,13.473020249017498
2724,2016,1950.0,13.0,-37.702,144.9507,8870.0,224.0,3.0,3,2.0,2.0,1,0,0,13.038981768465277
2725,2017,1972.0,18.0,-37.95745,145.07219,9758.0,1078.0,94.0,2,1.0,1.0,0,0,1,13.306350213517344
2726,2017,1985.0,25.0,-37.89863,145.26708,10788.0,738.0,148.0,4,2.0,1.0,1,0,0,13.652991628466498
2727,2018,1920.0,5.0,-37.7623,144.96619,11918.0,324.0,176.0,5,2.0,0.0,1,0,0,14.375126345899696
2728,2018,2013.0,5.0,-37.81457,145.02455,11308.0,613.0,160.0,5,3.0,2.0,1,0,0,15.348067426062418
2729,2018,2007.0,7.0,-37.79693,145.04621,2671.0,650.0,304.0,4,2.0,4.0,1,0,0,14.89051298099325
2730,2017,1975.0,10.0,-37.76421,144.85594,4502.0,581.0,163.0,4,2.0,1.0,1,0,0,13.74723171721098
2731,2016,2013.0,5.0,-37.8268,145.0344,11308.0,0.0,70.0,2,1.0,1.0,0,0,1,13.235692062711331
2732,2017,1996.0,3.0,-37.821,145.0054,14949.0,826.0,99.0,2,1.0,1.0,0,0,1,14.019267395478293
2733,2017,2013.0,21.0,-37.57322,144.90475,15510.0,399.0,183.0,4,2.0,2.0,1,0,0,13.337474757021274
2734,2017,1940.0,12.0,-37.90584,145.09495,3224.0,692.0,120.0,3,1.0,1.0,1,0,0,13.541073712262515
2735,2016,1940.0,8.0,-37.7505,144.9725,11204.0,457.0,89.0,2,1.0,3.0,1,0,0,13.82347872761345
2736,2018,1970.0,7.0,-37.86157,144.8926,6380.0,269.0,150.0,3,2.0,1.0,1,0,0,13.8878312195439
2737,2017,1985.0,15.0,-37.9009,144.67386,16166.0,726.0,207.0,3,3.0,2.0,1,0,0,13.349498949988076
2738,2016,1965.0,14.0,-37.7557,145.0957,5420.0,652.0,145.0,4,2.0,2.0,1,0,0,13.835313185260453
2739,2017,1960.0,7.0,-37.85574,145.09051,10412.0,403.0,124.0,3,1.0,2.0,1,0,0,14.077874822431765
2740,2017,1990.0,4.0,-37.77639,144.91666,6567.0,150.0,125.0,3,2.0,1.0,1,0,0,13.825460888817442
2741,2016,1970.0,15.0,-37.9428,145.0584,2555.0,0.0,43.0,1,1.0,1.0,0,0,1,12.388394202324129
2742,2017,2005.0,35.0,-38.06508,145.35417,17093.0,675.0,332.0,4,3.0,2.0,1,0,0,13.790192749979985
2743,2017,1978.0,16.0,-37.72343,144.81411,3656.0,802.0,183.97,3,1.0,4.0,1,0,0,13.217673557208654
2744,2016,2004.0,1.0,-37.8245,144.9622,8400.0,0.0,57.0,1,1.0,1.0,0,0,1,12.959844447906553
2745,2018,1970.0,20.0,-37.65801,145.02683,10926.0,691.0,152.0,3,2.0,2.0,1,0,0,13.415032991367148
2746,2017,1960.0,5.0,-37.81823,145.03972,11308.0,0.0,49.0,1,1.0,1.0,0,0,1,13.028052697933088
2747,2017,1970.0,8.0,-37.7418,144.8949,9264.0,465.0,99.0,4,4.0,2.0,0,1,0,14.364209834158347
2748,2016,1920.0,6.0,-37.7779,144.9133,6567.0,506.0,110.0,3,1.0,2.0,1,0,0,13.85232453108699
2749,2017,1992.0,10.0,-37.7428,145.0511,2947.0,263.0,84.0,2,1.0,1.0,1,0,0,13.407542319637992
2750,2017,1980.0,22.0,-37.9934,145.09534,3650.0,807.0,188.0,4,3.0,2.0,1,0,0,14.115615150414612
2751,2017,1940.0,4.0,-37.7682,144.9835,5533.0,446.0,125.0,3,1.0,3.0,1,0,0,14.22097566607244
2752,2018,1910.0,5.0,-37.79653,144.8987,7570.0,197.0,102.0,2,1.0,0.0,1,0,0,13.710150042306449
2753,2018,1970.0,12.0,-37.75959,145.10193,5420.0,726.0,246.0,5,2.0,2.0,1,0,0,14.28551418721001
2754,2016,2010.0,13.0,-37.9294,145.041,6795.0,346.0,220.0,4,3.0,3.0,0,1,0,14.093142294562554
2755,2017,1930.0,8.0,-37.74351,144.92174,9264.0,663.0,419.0,5,3.0,3.0,1,0,0,14.53335035111459
2756,2016,1995.0,14.0,-37.9107,145.0598,10969.0,194.0,114.0,2,1.0,1.0,0,0,1,13.480037821676145
2757,2016,1965.0,8.0,-37.7405,144.9644,11204.0,0.0,80.0,2,1.0,1.0,0,0,1,12.980799813082541
2758,2016,1965.0,14.0,-37.778,145.1173,9028.0,716.0,155.0,4,2.0,2.0,1,0,0,14.0901073908674
2759,2017,1961.0,12.0,-37.7157,145.0386,1414.0,260.0,150.0,3,1.0,1.0,0,0,1,13.098070684835283
2760,2017,1960.0,10.0,-37.8564,145.1058,5678.0,739.0,115.0,3,1.0,3.0,1,0,0,14.077874822431765
2761,2016,1950.0,14.0,-37.7173,144.8796,3464.0,612.0,174.0,3,2.0,5.0,1,0,0,13.85665250129545
2762,2017,1975.0,16.0,-37.70077,145.12743,8524.0,807.0,190.0,4,3.0,1.0,1,0,0,13.710150042306449
2763,2017,1910.0,5.0,-37.8169,145.0234,11308.0,198.0,148.0,3,2.0,0.0,1,0,0,14.26019637922572
2764,2018,2008.0,26.0,-37.6147,145.13255,7254.0,687.0,235.0,4,2.0,2.0,1,0,0,13.415032991367148
2765,2016,2006.0,8.0,-37.8462,144.8944,5498.0,2522.0,195.0,3,2.0,3.0,1,0,0,14.151982794585487
2766,2017,2007.0,14.0,-37.9392,145.00095,5454.0,0.0,81.0,2,1.0,0.0,0,0,1,13.437174117244362
2767,2016,1940.0,9.0,-37.8543,145.0889,10412.0,753.0,118.0,3,1.0,1.0,1,0,0,14.240778293368619
2768,2017,1985.0,8.0,-37.7492,144.969,11204.0,381.0,286.0,5,2.0,4.0,1,0,0,13.835313185260453
2769,2017,1950.0,8.0,-37.74138,145.02029,14577.0,489.0,155.0,3,1.0,4.0,1,0,0,13.893397096621346
2770,2017,1888.0,6.0,-37.8592,145.0182,4836.0,217.0,116.0,3,1.0,1.0,1,0,0,14.44144898883077
2771,2018,2001.0,18.0,-37.69971,144.74623,5556.0,650.0,180.0,4,2.0,4.0,1,0,0,13.369223455335854
2772,2017,1960.0,9.0,-37.8555,145.0889,10412.0,0.0,85.0,2,1.0,1.0,0,0,1,13.41652441595382
2773,2016,1958.0,13.0,-37.7906,144.8387,3755.0,511.0,113.0,3,1.0,1.0,1,0,0,13.612169633946245
2774,2017,2013.0,6.0,-37.81481,144.88013,6543.0,178.0,84.0,2,1.0,1.0,1,0,0,13.567049198665774
2775,2017,2005.0,21.0,-37.55139,144.89404,1158.0,10590.0,300.0,4,3.0,8.0,1,0,0,14.018451401960965
2776,2018,1970.0,13.0,-37.80554,145.15549,2867.0,870.0,172.0,5,4.0,6.0,1,0,0,14.266586177324491
2777,2017,1940.0,8.0,-37.846,144.8729,5498.0,244.0,73.0,2,1.0,1.0,1,0,0,13.592367006650065
2778,2017,1935.0,4.0,-37.83241,145.00705,7217.0,0.0,84.0,2,1.0,1.0,0,0,1,13.507625778194974
2779,2017,1890.0,7.0,-37.872,144.9909,2952.0,339.0,159.0,3,2.0,2.0,1,0,0,14.340239086899256
2780,2016,1965.0,9.0,-37.745,145.0139,14577.0,472.0,147.0,3,1.0,1.0,1,0,0,13.710150042306449
2781,2017,1977.0,25.0,-37.89109,145.26128,10788.0,739.0,225.0,4,2.0,2.0,1,0,0,13.687677186454389
2782,2017,1975.0,16.0,-37.67949,144.88349,2474.0,532.0,122.0,3,1.0,2.0,1,0,0,13.199324418540456
2783,2017,1970.0,17.0,-37.84034,145.2022,4181.0,653.0,119.0,3,1.0,1.0,1,0,0,13.803437976730004
2784,2016,1980.0,8.0,-37.8581,144.9015,6380.0,84.0,110.0,2,1.0,1.0,0,1,0,13.62918097977278
2785,2016,2005.0,3.0,-37.8331,144.9975,14949.0,0.0,50.0,1,1.0,1.0,0,0,1,12.86099861326992
2786,2017,1960.0,13.0,-37.71112,144.97357,5070.0,625.0,140.0,4,2.0,4.0,1,0,0,13.592367006650065
2787,2018,1980.0,18.0,-37.7146,145.14124,6990.0,993.0,200.0,3,2.0,2.0,1,0,0,14.066269276311457
2788,2016,1980.0,11.0,-37.7362,145.079,3540.0,164.0,83.0,2,1.0,1.0,1,0,0,12.971540487669746
2789,2017,2002.0,11.0,-37.7759,144.8552,3589.0,475.0,319.0,4,3.0,2.0,1,0,0,13.815510557964274
2790,2016,1900.0,8.0,-37.8225,145.0551,6482.0,354.0,115.0,3,1.0,1.0,1,0,0,14.316285845876763
2791,2018,2010.0,8.0,-37.75396,144.89796,9264.0,719.0,292.0,3,3.0,2.0,1,0,0,14.557447902693651
2792,2017,1940.0,11.0,-37.85993,144.8176,5301.0,534.0,106.0,3,1.0,2.0,1,0,0,13.753635154246187
2793,2016,1965.0,11.0,-37.6945,144.992,21650.0,820.0,197.0,4,2.0,4.0,1,0,0,13.527828485512494
2794,2017,1970.0,14.0,-37.911,145.0711,10969.0,1026.0,68.11,2,1.0,1.0,0,0,1,13.190022025878143
2795,2017,1950.0,11.0,-37.70106,144.93721,8870.0,695.0,100.0,3,1.0,4.0,1,0,0,13.567049198665774
2796,2017,2013.0,21.0,-37.57467,144.92229,15510.0,38.0,114.0,2,1.0,1.0,0,1,0,12.644327576461329
2797,2017,1970.0,7.0,-37.8105,144.8952,6543.0,0.0,54.0,1,1.0,1.0,0,0,1,12.7098736543592
2798,2016,1920.0,12.0,-37.9065,145.0461,3578.0,678.0,162.0,4,2.0,1.0,1,0,0,14.46679353442552
2799,2017,1930.0,6.0,-37.769,144.9314,6232.0,480.0,194.0,4,2.0,2.0,1,0,0,14.392123922268269
2800,2016,1890.0,2.0,-37.793,144.9728,6786.0,117.0,71.0,2,1.0,1.0,1,0,0,13.487006490992238
2801,2017,2007.0,5.0,-37.7744,144.9498,11918.0,156.0,87.0,2,2.0,1.0,0,1,0,13.593616226050496
2802,2017,1940.0,4.0,-37.77296,144.88057,4918.0,0.0,93.0,2,1.0,1.0,0,0,1,13.017002861746503
2803,2017,1930.0,14.0,-37.91487,145.06623,10969.0,605.0,186.0,4,3.0,3.0,1,0,0,14.130321297804308
2804,2016,2002.0,6.0,-37.7682,145.0209,2970.0,0.0,77.0,2,1.0,1.0,0,0,1,13.208541073645382
2805,2017,1890.0,15.0,-37.94804,145.00756,4497.0,722.0,318.0,4,2.0,1.0,1,0,0,14.808762330974558
2806,2017,2011.0,26.0,-37.59641,145.08809,5812.0,460.0,170.0,4,2.0,2.0,1,0,0,13.340695371721317
2807,2016,1965.0,12.0,-37.8454,145.0971,5678.0,276.0,92.0,2,1.0,1.0,1,0,0,13.358225701126313
2808,2017,1990.0,30.0,-37.7081,144.5628,4718.0,790.0,166.0,4,2.0,2.0,1,0,0,13.019222618484815
2809,2017,1910.0,6.0,-37.7777,144.9221,6567.0,277.0,174.0,3,2.0,2.0,1,0,0,14.137594057133388
2810,2018,2014.0,21.0,-37.59784,144.90001,15510.0,248.0,155.0,3,3.0,2.0,1,0,0,13.151922179645874
2811,2016,1910.0,3.0,-37.8219,145.0096,14949.0,152.0,92.0,3,1.0,1.0,1,0,0,14.054527458434775
2812,2017,2000.0,15.0,-37.7518,144.7491,1607.0,609.0,123.0,3,2.0,2.0,1,0,0,13.337474757021274
2813,2017,1967.0,10.0,-37.74063,144.88977,2291.0,325.0,413.0,4,3.0,1.0,1,0,0,14.038654109278484
2814,2016,1960.0,6.0,-37.7903,144.891,7570.0,0.0,69.0,2,1.0,1.0,0,0,1,12.594730635321957
2815,2017,1985.0,18.0,-37.67217,145.0642,10529.0,800.0,270.0,4,2.0,3.0,1,0,0,13.537118532419585
2816,2017,1960.0,14.0,-37.66781,144.93809,2246.0,627.0,97.0,3,1.0,1.0,1,0,0,13.075271769870477
2817,2017,1960.0,23.0,-37.78466,145.27326,11925.0,1005.0,185.0,5,2.0,2.0,1,0,0,13.715690222682063
2818,2018,2017.0,18.0,-37.96116,145.06561,9758.0,259.0,182.0,3,3.0,2.0,0,1,0,13.920771068621766
